Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
SPY,290.48,Call,290.00,05/04/20,4,3.04,3.08,3.11,3.04,9606,4230,2.27,22.87%,04/30/20
EEM,36.64,Put,30.00,01/21/22,631,2.52,2.73,2.93,2.71,10001,4410,2.27,32.87%,04/30/20
SPY,290.48,Put,289.00,05/08/20,8,4.56,4.6,4.64,4.55,5566,2459,2.26,30.94%,04/30/20
QQQ,218.91,Put,215.00,05/01/20,1,0.69,0.73,0.77,0.71,47561,21222,2.24,46.72%,04/30/20
XLE,38,Call,38.50,05/01/20,1,0.04,0.4,0.75,0.45,1022,458,2.23,83.89%,04/30/20
VXX,37.87,Call,39.00,05/08/20,8,1.80,1.87,1.94,1.94,1294,580,2.23,108.47%,04/30/20
QQQ,218.91,Put,218.00,05/01/20,1,1.65,1.74,1.83,1.79,14693,6592,2.23,48.64%,04/30/20
QQQ,218.91,Call,220.00,05/01/20,1,0.91,0.94,0.97,0.91,21841,9828,2.22,30.21%,04/30/20
FAS,29.35,Call,31.00,05/01/20,1,0.10,0.16,0.22,0.17,1043,473,2.21,112.67%,04/30/20
SPY,290.48,Put,282.00,05/01/20,1,0.22,0.23,0.23,0.24,14390,6498,2.21,41.25%,04/30/20
QQQ,218.91,Call,222.00,05/08/20,8,2.09,2.15,2.21,2.18,2017,917,2.2,26.78%,04/30/20
SPY,290.48,Put,292.50,05/01/20,1,3.36,3.41,3.45,3.66,5611,2549,2.2,41.55%,04/30/20
SPY,290.48,Call,293.00,05/04/20,4,1.64,1.67,1.70,1.67,8098,3684,2.2,22.43%,04/30/20
SPY,290.48,Put,293.00,05/01/20,1,3.70,3.77,3.83,4.00,15540,7051,2.2,41.88%,04/30/20
SPY,290.48,Put,291.00,05/06/20,6,4.50,4.56,4.61,4.44,4840,2212,2.19,28.29%,04/30/20
SPY,290.48,Put,282.50,05/01/20,1,0.25,0.26,0.26,0.27,7087,3243,2.19,40.60%,04/30/20
SPY,290.48,Put,283.00,05/11/20,11,3.26,3.3,3.33,3.49,1454,668,2.18,33.26%,04/30/20
SLV,13.98,Call,28.00,01/15/21,260,0.23,0.24,0.25,0.22,8009,3668,2.18,52.22%,04/30/20
IWM,130.31,Put,127.50,05/01/20,1,0.46,0.5,0.54,0.51,605,279,2.17,56.49%,04/30/20
XLU,57.26,Call,62.00,06/19/20,50,0.56,0.67,0.78,0.67,5067,2354,2.15,25.87%,04/30/20
HYG,80.43,Call,72.00,05/15/20,15,8.30,8.43,8.55,8.32,3655,1710,2.14,3.41%,04/30/20
GLD,158.8,Put,156.00,05/08/20,8,0.92,0.99,1.05,0.90,977,459,2.13,21.63%,04/30/20
SPY,290.48,Put,298.00,05/01/20,1,7.97,8.08,8.18,8.35,2287,1075,2.13,54.24%,04/30/20
SPY,290.48,Put,249.00,05/29/20,29,1.75,1.78,1.80,1.90,1272,601,2.12,45.54%,04/30/20
SPY,290.48,Put,274.00,05/04/20,4,0.17,0.18,0.19,0.15,2587,1221,2.12,31.85%,04/30/20
QQQ,218.91,Call,225.00,05/08/20,8,1.10,1.15,1.20,1.14,3194,1504,2.12,25.32%,04/30/20
QQQ,218.91,Call,218.00,05/01/20,1,1.63,1.75,1.86,1.73,10450,4947,2.11,26.67%,04/30/20
HYG,80.43,Call,73.00,05/15/20,15,7.25,7.43,7.60,7.32,2653,1267,2.09,10.10%,04/30/20
IWM,130.31,Put,122.00,05/08/20,8,1.04,1.08,1.11,1.09,3025,1444,2.09,52.80%,04/30/20
HYG,80.43,Call,70.00,05/15/20,15,10.25,10.4,10.55,10.37,5731,2736,2.09,0.00%,04/30/20
XLF,22.79,Call,24.00,05/29/20,29,0.40,0.47,0.54,0.44,584,282,2.07,34.74%,04/30/20
HYG,80.43,Call,65.00,05/15/20,15,15.25,15.43,15.60,15.32,640,309,2.07,0.00%,04/30/20
IWM,130.31,Call,140.00,12/18/20,232,8.57,8.69,8.80,8.47,27192,13113,2.07,28.75%,04/30/20
IWM,130.31,Put,126.00,05/01/20,1,0.22,0.25,0.28,0.28,8116,3977,2.04,59.22%,04/30/20
IWM,130.31,Put,128.50,05/01/20,1,0.72,0.76,0.79,0.72,750,370,2.03,53.67%,04/30/20
SPY,290.48,Put,300.00,05/08/20,8,10.92,11.03,11.13,11.05,1736,857,2.03,28.52%,04/30/20
QQQ,218.91,Put,220.00,05/01/20,1,2.65,2.84,3.04,3.05,4291,2129,2.02,53.93%,04/30/20
HYG,80.43,Call,71.00,05/15/20,15,9.30,9.43,9.55,9.35,795,395,2.01,0.00%,04/30/20
SPY,290.48,Call,290.00,05/11/20,11,5.42,5.47,5.52,5.43,1444,719,2.01,25.52%,04/30/20
VXX,37.87,Call,37.00,05/08/20,8,2.66,2.75,2.83,2.43,778,390,1.99,88.66%,04/30/20
EWJ,51.76,Call,59.00,09/18/20,141,0.31,0.35,0.38,0.50,1500,760,1.97,19.30%,04/30/20
TLT,166.74,Call,140.00,05/15/20,15,26.65,27,27.35,28.41,1221,623,1.96,77.56%,04/30/20
QQQ,218.91,Put,219.00,07/17/20,78,12.86,13,13.14,12.58,1687,859,1.96,31.85%,04/30/20
SPY,290.48,Put,288.00,05/08/20,8,4.20,4.24,4.28,4.22,5478,2796,1.96,31.64%,04/30/20
DIA,243.22,Put,240.00,05/01/20,1,0.60,0.76,0.91,0.80,2039,1044,1.95,39.97%,04/30/20
SPY,290.48,Call,294.00,05/04/20,4,1.29,1.32,1.35,1.30,5463,2808,1.95,22.03%,04/30/20
SPY,290.48,Call,303.00,05/29/20,29,2.93,2.97,3.01,3.25,593,306,1.94,23.69%,04/30/20
XOP,54.36,Put,45.00,06/19/20,50,1.93,2.02,2.10,2.00,1566,808,1.94,75.13%,04/30/20
SPY,290.48,Call,296.00,05/06/20,6,1.47,1.5,1.52,1.45,1750,903,1.94,23.52%,04/30/20
TQQQ,69.77,Call,69.00,05/08/20,8,3.55,3.6,3.65,3.55,593,308,1.93,94.70%,04/30/20
SPY,290.48,Put,300.00,05/01/20,1,9.91,10.03,10.14,10.00,1925,999,1.93,52.79%,04/30/20
VXX,37.87,Put,37.00,05/01/20,1,0.24,0.32,0.39,0.34,3934,2049,1.92,88.27%,04/30/20
SPY,290.48,Put,284.00,05/04/20,4,1.18,1.2,1.22,1.18,5263,2762,1.91,29.35%,04/30/20
SPY,290.48,Put,267.00,05/06/20,6,0.28,0.29,0.29,0.28,632,332,1.9,39.55%,04/30/20
SPY,290.48,Call,316.00,05/29/20,29,0.55,0.57,0.58,0.58,810,429,1.89,20.44%,04/30/20
TQQQ,69.77,Put,67.50,05/01/20,1,1.43,1.44,1.45,1.37,551,293,1.88,125.53%,04/30/20
FXI,38.59,Call,42.00,06/19/20,50,0.23,0.26,0.29,0.27,10322,5480,1.88,22.19%,04/30/20
SPY,290.48,Call,298.00,05/01/20,1,0.11,0.12,0.13,0.12,15560,8293,1.88,31.10%,04/30/20
SPY,290.48,Put,291.00,05/11/20,11,5.82,5.88,5.94,5.41,782,419,1.87,25.85%,04/30/20
SPY,290.48,Put,283.00,05/29/20,29,7.06,7.11,7.15,7.37,1727,926,1.87,33.57%,04/30/20
SPY,290.48,Put,273.00,05/29/20,29,4.78,4.82,4.86,4.53,1789,956,1.87,35.55%,04/30/20
SPY,290.48,Put,290.00,05/11/20,11,5.42,5.47,5.51,5.58,2211,1191,1.86,29.22%,04/30/20
VXX,37.87,Call,38.50,05/01/20,1,0.67,0.77,0.86,0.67,5392,2907,1.85,119.35%,04/30/20
GLD,158.8,Put,158.50,05/15/20,15,2.52,2.62,2.71,2.45,1152,625,1.84,20.56%,04/30/20
XOP,54.36,Call,56.00,05/01/20,1,0.43,0.49,0.55,0.51,648,354,1.83,99.64%,04/30/20
TQQQ,69.77,Put,69.00,05/08/20,8,4.10,4.15,4.20,4.25,1076,587,1.83,97.39%,04/30/20
SPY,290.48,Call,299.00,05/04/20,4,0.32,0.33,0.35,0.34,4895,2677,1.83,21.93%,04/30/20
GLD,158.8,Put,157.00,05/08/20,8,1.17,1.26,1.35,1.26,565,310,1.82,22.00%,04/30/20
SPY,290.48,Put,268.00,05/22/20,22,3.13,3.17,3.20,3.18,690,380,1.82,40.26%,04/30/20
XLF,22.79,Put,16.00,01/15/21,260,0.71,0.83,0.95,0.76,7153,3930,1.82,47.77%,04/30/20
UVXY,41.93,Call,44.00,05/01/20,1,0.80,1.1,1.39,1.00,505,279,1.81,206.74%,04/30/20
SPY,290.48,Put,290.00,05/13/20,13,6.17,6.22,6.27,6.31,551,304,1.81,30.27%,04/30/20
UVXY,41.93,Call,47.00,05/01/20,1,0.00,0.33,0.65,0.25,849,471,1.8,184.60%,04/30/20
SPY,290.48,Put,263.00,05/29/20,29,3.20,3.24,3.27,3.25,524,292,1.79,40.33%,04/30/20
SPY,290.48,Call,295.00,05/06/20,6,1.79,1.82,1.85,1.81,4517,2524,1.79,24.11%,04/30/20
SPY,290.48,Put,260.00,12/18/20,232,17.46,17.71,17.96,17.74,53026,29697,1.79,36.15%,04/30/20
SPXU,15.38,Call,18.00,05/08/20,8,0.25,0.3,0.35,0.30,630,353,1.78,119.25%,04/30/20
IWM,130.31,Put,113.50,05/08/20,8,0.22,0.24,0.26,0.21,760,427,1.78,56.64%,04/30/20
SPY,290.48,Call,292.00,05/08/20,8,3.86,3.9,3.93,3.92,4196,2363,1.78,26.77%,04/30/20
IWM,130.31,Put,131.00,05/01/20,1,1.71,1.78,1.85,2.02,15891,8922,1.78,60.66%,04/30/20
SPY,290.48,Call,315.00,08/21/20,113,5.84,5.89,5.94,5.79,2149,1212,1.77,21.74%,04/30/20
TLT,166.74,Call,145.00,05/15/20,15,21.40,21.88,22.35,22.37,3909,2205,1.77,49.05%,04/30/20
GLD,158.8,Call,161.00,05/08/20,8,1.05,1.14,1.22,1.11,1067,607,1.76,21.24%,04/30/20
TLT,166.74,Call,150.00,05/15/20,15,16.50,16.9,17.30,17.03,2035,1155,1.76,31.82%,04/30/20
XLY,116.6,Put,114.00,05/01/20,1,0.55,0.77,0.99,0.99,641,367,1.75,84.41%,04/30/20
EEM,36.64,Put,36.50,05/08/20,8,0.58,0.71,0.83,0.66,983,562,1.75,33.93%,04/30/20
SPY,290.48,Put,295.00,05/01/20,1,5.24,5.34,5.44,5.34,13784,7925,1.74,40.14%,04/30/20
SPY,290.48,Put,285.00,05/18/20,18,5.59,5.64,5.68,5.25,529,306,1.73,30.43%,04/30/20
EFA,56.57,Put,55.00,05/08/20,8,0.19,0.37,0.55,0.42,5521,3190,1.73,31.07%,04/30/20
SVXY,33.12,Put,35.00,09/18/20,141,2.45,4.38,6.30,5.20,527,307,1.72,51.18%,04/30/20
GDX,32.26,Call,32.00,05/08/20,8,1.12,1.15,1.18,1.20,801,466,1.72,55.89%,04/30/20
GDX,32.26,Call,35.00,05/08/20,8,0.20,0.22,0.24,0.22,3768,2210,1.7,54.27%,04/30/20
QQQ,218.91,Put,220.00,05/08/20,8,5.00,5.1,5.20,5.14,1701,1009,1.69,35.56%,04/30/20
GLD,158.8,Call,158.50,05/01/20,1,0.80,1.05,1.30,1.02,738,443,1.67,25.92%,04/30/20
IWM,130.31,Put,94.00,09/18/20,141,2.24,2.3,2.35,2.23,1746,1046,1.67,48.25%,04/30/20
SPY,290.48,Call,306.00,05/08/20,8,0.30,0.31,0.31,0.30,1863,1118,1.67,23.29%,04/30/20
SPY,290.48,Put,281.00,05/01/20,1,0.15,0.16,0.16,0.16,9791,5846,1.67,40.94%,04/30/20
GDX,32.26,Call,33.00,05/08/20,8,0.67,0.71,0.74,0.69,695,422,1.65,52.62%,04/30/20
ASHR,26.92,Put,27.00,05/15/20,15,0.52,0.6,0.67,0.59,1299,794,1.64,25.53%,04/30/20
QQQ,218.91,Put,218.00,05/08/20,8,4.10,4.17,4.24,4.17,2677,1631,1.64,35.97%,04/30/20
EWY,51.62,Put,52.00,05/15/20,15,1.61,1.69,1.76,1.70,3362,2053,1.64,36.23%,04/30/20
SPY,290.48,Call,297.50,05/01/20,1,0.13,0.15,0.16,0.14,7132,4337,1.64,30.52%,04/30/20
GLD,158.8,Call,162.50,05/08/20,8,0.68,0.76,0.83,0.81,798,490,1.63,22.81%,04/30/20
SDS,22.9,Call,23.50,05/01/20,1,0.04,0.09,0.14,0.10,3070,1888,1.63,64.48%,04/30/20
IWM,130.31,Put,124.00,05/08/20,8,1.44,1.48,1.52,1.49,4025,2469,1.63,51.44%,04/30/20
SPY,290.48,Call,290.00,05/08/20,8,4.96,5,5.04,4.99,10649,6517,1.63,27.45%,04/30/20
QQQ,218.91,Put,208.00,05/08/20,8,1.28,1.36,1.43,1.54,1916,1186,1.62,42.22%,04/30/20
SQQQ,11.58,Call,11.50,05/01/20,1,0.30,0.32,0.35,0.35,1962,1213,1.62,127.90%,04/30/20
GDX,32.26,Call,33.00,05/01/20,1,0.12,0.14,0.15,0.13,2876,1775,1.62,57.84%,04/30/20
QQQ,218.91,Put,205.00,05/29/20,29,3.58,3.66,3.73,3.35,1655,1030,1.61,36.27%,04/30/20
SPY,290.48,Call,307.00,05/06/20,6,0.11,0.11,0.12,0.12,1853,1152,1.61,23.52%,04/30/20
UVXY,41.93,Call,45.00,05/01/20,1,0.50,0.73,0.95,0.97,1945,1217,1.6,239.06%,04/30/20
XBI,93.39,Put,95.00,05/08/20,8,2.83,3.04,3.25,2.75,563,354,1.59,33.29%,04/30/20
UCO,14.63,Call,13.50,05/01/20,1,1.34,1.41,1.48,1.32,714,450,1.59,201.24%,04/30/20
SPY,290.48,Put,295.00,05/06/20,6,6.75,6.81,6.86,7.36,626,395,1.58,32.10%,04/30/20
XLU,57.26,Call,56.00,06/19/20,50,2.70,3.3,3.90,3.45,8050,5091,1.58,32.54%,04/30/20
URA,10.83,Call,14.00,10/16/20,169,0.10,0.2,0.30,0.20,504,321,1.57,33.99%,04/30/20
TZA,33.6,Put,30.00,05/01/20,1,0.07,0.12,0.17,0.12,830,530,1.57,164.48%,04/30/20
IWM,130.31,Put,129.50,05/01/20,1,1.05,1.09,1.13,1.10,666,429,1.55,54.25%,04/30/20
SPY,290.48,Call,295.00,05/11/20,11,2.88,2.92,2.95,2.78,1176,761,1.55,22.97%,04/30/20
XLF,22.79,Put,19.00,12/18/20,232,1.16,1.31,1.45,1.32,5007,3238,1.55,43.72%,04/30/20
IWM,130.31,Put,125.00,05/01/20,1,0.11,0.14,0.16,0.16,24046,15560,1.55,58.83%,04/30/20
GLD,158.8,Put,155.50,05/15/20,15,1.37,1.48,1.59,1.36,572,371,1.54,21.44%,04/30/20
GLD,158.8,Call,162.50,05/15/20,15,1.22,1.42,1.61,1.43,624,404,1.54,22.21%,04/30/20
NUGT,62.54,Call,70.00,05/01/20,1,0.00,0.08,0.15,0.13,984,645,1.53,139.91%,04/30/20
GLD,158.8,Put,159.00,05/08/20,8,2.02,2.13,2.24,2.11,697,459,1.52,21.65%,04/30/20
SPY,290.48,Put,281.00,05/04/20,4,0.70,0.72,0.73,0.73,4016,2644,1.52,30.95%,04/30/20
SPY,290.48,Put,285.00,05/06/20,6,2.38,2.42,2.45,2.46,5180,3398,1.52,32.09%,04/30/20
QQQ,218.91,Put,217.00,05/01/20,1,1.19,1.3,1.40,1.30,9335,6152,1.52,46.64%,04/30/20
TZA,33.6,Call,35.00,05/01/20,1,0.55,0.61,0.67,0.58,1837,1214,1.51,160.10%,04/30/20
SPY,290.48,Put,280.00,05/04/20,4,0.59,0.6,0.61,0.61,10312,6811,1.51,31.31%,04/30/20
SPY,290.48,Put,213.00,06/30/20,61,1.38,1.4,1.42,1.33,732,490,1.49,49.52%,04/30/20
GDX,32.26,Put,30.00,05/08/20,8,0.28,0.29,0.30,0.30,1721,1158,1.49,58.47%,04/30/20
SPY,290.48,Put,294.00,05/01/20,1,4.45,4.52,4.59,4.60,9581,6417,1.49,40.26%,04/30/20
IWM,130.31,Put,120.00,05/08/20,8,0.75,0.78,0.81,0.79,9848,6619,1.49,54.25%,04/30/20
XLF,22.79,Put,22.00,05/22/20,22,0.51,0.63,0.74,0.57,1563,1056,1.48,41.87%,04/30/20
DIA,243.22,Put,242.50,05/01/20,1,1.17,1.43,1.69,1.81,770,523,1.47,42.49%,04/30/20
VNQ,76.11,Call,90.00,09/18/20,141,0.80,0.95,1.10,0.85,1540,1049,1.47,23.92%,04/30/20
SPXS,10.17,Call,18.00,07/17/20,78,0.80,0.85,0.90,0.86,3102,2109,1.47,138.40%,04/30/20
QQQ,218.91,Put,213.00,05/01/20,1,0.29,0.37,0.44,0.29,5430,3682,1.47,44.23%,04/30/20
QQQ,218.91,Put,218.00,05/15/20,15,5.41,5.54,5.66,5.63,6842,4641,1.47,34.71%,04/30/20
TQQQ,69.77,Put,63.50,05/01/20,1,0.40,0.42,0.43,0.47,562,386,1.46,149.13%,04/30/20
TLT,166.74,Call,144.00,05/15/20,15,22.55,22.93,23.30,23.31,588,406,1.45,49.57%,04/30/20
EEM,36.64,Put,36.50,05/01/20,1,0.07,0.2,0.32,0.27,5034,3476,1.45,43.99%,04/30/20
FXI,38.59,Put,40.00,11/20/20,204,3.65,3.78,3.90,3.80,553,383,1.44,27.51%,04/30/20
SPY,290.48,Call,289.00,05/11/20,11,6.03,6.09,6.14,6.34,840,582,1.44,27.46%,04/30/20
SPY,290.48,Call,300.00,05/08/20,8,1.03,1.05,1.06,1.02,13153,9134,1.44,23.71%,04/30/20
IWM,130.31,Put,114.00,07/17/20,78,3.84,3.88,3.92,3.76,500,350,1.43,44.31%,04/30/20
SMH,133.73,Put,132.00,05/15/20,15,3.75,3.9,4.05,3.65,2439,1711,1.43,41.83%,04/30/20
SPY,290.48,Call,300.00,05/06/20,6,0.60,0.62,0.64,0.61,5718,4000,1.43,22.96%,04/30/20
SPY,290.48,Call,298.00,05/04/20,4,0.41,0.44,0.47,0.43,11875,8326,1.43,21.52%,04/30/20
SPY,290.48,Put,286.00,05/06/20,6,2.65,2.69,2.72,2.76,1339,944,1.42,31.78%,04/30/20
QQQ,218.91,Call,220.00,05/08/20,8,2.96,3.05,3.13,3.10,4122,2908,1.42,27.71%,04/30/20
TNA,22.47,Call,23.00,05/08/20,8,1.50,1.56,1.62,1.62,506,360,1.41,139.55%,04/30/20
XOP,54.36,Call,54.00,05/01/20,1,1.25,1.32,1.39,1.40,536,379,1.41,107.01%,04/30/20
SPY,290.48,Put,287.00,05/06/20,6,2.95,2.99,3.03,3.11,1705,1213,1.41,31.61%,04/30/20
SPY,290.48,Call,314.00,05/29/20,29,0.72,0.74,0.75,0.83,2136,1530,1.4,21.09%,04/30/20
SPY,290.48,Call,296.00,05/08/20,8,2.13,2.16,2.18,2.08,2412,1722,1.4,24.59%,04/30/20
SPY,290.48,Put,276.00,06/19/20,50,8.63,8.67,8.71,8.70,9074,6479,1.4,35.96%,04/30/20
TBT,15.68,Call,13.00,06/19/20,50,2.72,2.79,2.85,2.75,740,532,1.39,33.26%,04/30/20
QID,16.7,Call,17.00,05/15/20,15,0.64,0.73,0.81,0.75,2644,1899,1.39,65.23%,04/30/20
XLI,64.21,Call,72.00,06/19/20,50,0.00,0.78,1.55,0.33,682,495,1.38,24.81%,04/30/20
TLT,166.74,Put,167.50,05/01/20,1,1.29,1.36,1.43,1.30,1066,774,1.38,24.97%,04/30/20
GLD,158.8,Call,160.00,05/01/20,1,0.37,0.49,0.60,0.45,3755,2718,1.38,27.86%,04/30/20
DIA,243.22,Call,242.50,05/01/20,1,1.92,2.26,2.60,2.68,551,403,1.37,45.30%,04/30/20
GDXJ,40.36,Call,41.00,05/01/20,1,0.29,0.35,0.40,0.36,594,433,1.37,73.98%,04/30/20
VXX,37.87,Call,50.00,05/08/20,8,0.29,0.33,0.38,0.34,948,694,1.37,136.46%,04/30/20
IWM,130.31,Call,132.50,05/01/20,1,0.61,0.65,0.68,0.68,1675,1219,1.37,55.80%,04/30/20
QQQ,218.91,Put,203.00,05/08/20,8,0.68,0.74,0.79,0.89,837,616,1.36,44.92%,04/30/20
SPY,290.48,Put,267.50,05/08/20,8,0.72,0.74,0.75,0.60,879,645,1.36,39.84%,04/30/20
SPY,290.48,Put,288.00,05/15/20,15,6.16,6.2,6.24,6.34,11506,8479,1.36,32.43%,04/30/20
VXX,37.87,Call,70.00,08/21/20,113,2.30,2.37,2.44,2.45,727,537,1.35,108.37%,04/30/20
SPY,290.48,Put,267.00,05/08/20,8,0.69,0.71,0.72,0.74,2919,2164,1.35,42.72%,04/30/20
VXX,37.87,Put,33.00,05/08/20,8,0.28,0.31,0.34,0.31,542,403,1.34,85.25%,04/30/20
GLD,158.8,Put,156.50,05/01/20,1,0.18,0.27,0.35,0.22,600,448,1.34,29.31%,04/30/20
DIA,243.22,Call,247.50,05/01/20,1,0.10,0.35,0.60,0.60,722,540,1.34,40.44%,04/30/20
SPY,290.48,Put,276.00,05/04/20,4,0.26,0.27,0.28,0.30,2116,1581,1.34,33.07%,04/30/20
SPY,290.48,Call,355.00,08/21/20,113,0.37,0.39,0.40,0.37,660,496,1.33,18.63%,04/30/20
GDX,32.26,Put,33.50,05/08/20,8,1.69,1.76,1.83,1.77,693,522,1.33,53.64%,04/30/20
XLE,38,Put,38.00,05/08/20,8,1.14,1.34,1.53,1.24,750,566,1.33,55.51%,04/30/20
UVXY,41.93,Call,60.00,05/08/20,8,0.54,0.66,0.77,0.74,1120,841,1.33,194.85%,04/30/20
QQQ,218.91,Put,192.00,09/18/20,141,8.65,8.78,8.91,8.66,1624,1217,1.33,38.53%,04/30/20
TNA,22.47,Call,25.00,05/08/20,8,0.75,0.78,0.82,0.81,520,395,1.32,128.50%,04/30/20
IWM,130.31,Put,90.00,05/29/20,29,0.11,0.13,0.15,0.13,822,621,1.32,63.19%,04/30/20
SPY,290.48,Put,282.00,05/04/20,4,0.84,0.86,0.88,0.92,3905,2962,1.32,31.21%,04/30/20
SPY,290.48,Put,292.00,05/08/20,8,5.84,5.89,5.94,5.99,4487,3398,1.32,30.47%,04/30/20
GUSH,41.15,Call,45.00,06/19/20,50,5.70,5.85,6.00,5.96,951,727,1.31,122.27%,04/30/20
FXI,38.59,Put,39.00,01/21/22,631,5.60,5.7,5.80,5.75,1126,857,1.31,29.85%,04/30/20
IWM,130.31,Put,128.00,05/01/20,1,0.59,0.62,0.65,0.62,8244,6304,1.31,55.70%,04/30/20
GLD,158.8,Put,152.50,05/15/20,15,0.71,0.78,0.86,0.73,595,456,1.3,22.69%,04/30/20
SPY,290.48,Call,320.00,06/01/20,32,0.37,0.39,0.41,0.37,729,560,1.3,19.64%,04/30/20
GDX,32.26,Put,32.50,05/01/20,1,0.50,0.53,0.56,0.54,1146,884,1.3,60.57%,04/30/20
ERX,15.83,Put,10.00,01/21/22,631,2.55,3.03,3.50,3.00,1561,1197,1.3,88.21%,04/30/20
QQQ,218.91,Put,215.00,05/08/20,8,2.88,2.99,3.09,3.00,16876,13003,1.3,36.86%,04/30/20
SPY,290.48,Put,297.50,05/01/20,1,7.39,7.62,7.84,7.01,553,430,1.29,14.31%,04/30/20
SPY,290.48,Call,334.00,09/18/20,141,2.27,2.37,2.47,2.45,561,435,1.29,19.32%,04/30/20
SPY,290.48,Put,292.00,05/06/20,6,4.98,5.04,5.10,5.15,1555,1202,1.29,29.42%,04/30/20
IWM,130.31,Call,134.00,05/08/20,8,1.89,1.94,1.98,1.86,1668,1292,1.29,43.28%,04/30/20
IWM,130.31,Put,126.00,05/15/20,15,2.95,3,3.04,3.02,1802,1398,1.29,47.32%,04/30/20
QQQ,218.91,Put,217.00,05/08/20,8,3.59,3.71,3.82,3.87,8710,6743,1.29,37.23%,04/30/20
SPY,290.48,Call,303.00,05/04/20,4,0.10,0.11,0.12,0.11,3276,2563,1.28,22.76%,04/30/20
GLD,158.8,Call,160.50,05/01/20,1,0.18,0.32,0.45,0.32,1751,1381,1.27,27.97%,04/30/20
EWZ,24.67,Put,25.00,05/01/20,1,0.50,0.53,0.57,0.49,3256,2563,1.27,57.25%,04/30/20
TNA,22.47,Put,22.00,05/01/20,1,0.55,0.62,0.68,0.61,4181,3285,1.27,177.56%,04/30/20
TNA,22.47,Call,24.50,05/01/20,1,0.07,0.13,0.18,0.14,675,536,1.26,155.12%,04/30/20
IWM,130.31,Call,131.00,05/01/20,1,1.17,1.21,1.26,1.06,11546,9188,1.26,50.42%,04/30/20
XLE,38,Put,37.00,05/08/20,8,0.80,0.9,1.00,0.88,503,402,1.25,59.82%,04/30/20
QQQ,218.91,Put,196.00,06/19/20,50,4.01,4.09,4.16,3.79,3441,2758,1.25,39.28%,04/30/20
XLF,22.79,Put,23.50,05/08/20,8,0.83,1.02,1.21,0.98,806,649,1.24,40.93%,04/30/20
EFA,56.57,Put,35.00,11/20/20,204,0.18,0.41,0.64,0.37,1250,1012,1.24,42.28%,04/30/20
SPY,290.48,Call,302.00,05/08/20,8,0.69,0.71,0.72,0.71,2853,2299,1.24,23.68%,04/30/20
SPY,290.48,Call,295.00,05/08/20,8,2.50,2.53,2.56,2.54,9335,7517,1.24,25.50%,04/30/20
"Downloaded from Barchart.com as of 04-30-2020 10:28pm CDT"
